Matricula,Idade,Gênero,Departamento,Cargo,Banda Salarial,Status,Motivo do Desligamento,Escolaridade,Estado Civil,Última Promoção (anos),Horas-extras (média),Tempo de Empresa,Engajamento,Satisfação,Desempenho,Apoio da Liderança,Percepção de Desenvolvimento
596,42,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,0,5,2,1,3,3,1
514,18,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,4,2,2,2,3,2
600,58,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,8,3,3,3,3,3
481,42,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,1,3,3,2,3,3
280,33,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,1,0,9,3,3,3,3,3
246,47,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Pós-Graduação,Solteiro,0,1,2,1,2,3,3,2
471,18,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,5,3,3,2,3,3
1710,20,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,3,6,2,2,2,3,2
1344,23,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,5,3,3,2,3,3
1393,54,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,5,3,3,2,3,3
1699,37,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,3,3
773,54,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,2,3,3
1030,52,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,3,2
1587,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,0,0,4,3,3,3,3,3
692,56,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,0,2,1,2,3,1
562,21,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Involuntário,Ensino Superior,Solteiro,0,0,1,2,1,1,2,1
1478,27,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,1,2,1,2,2,1
676,38,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,6,2,1,2,3,2
1910,39,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,1,0,9,3,3,3,3,3
117,34,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Involuntário,Ensino Superior,Solteiro,0,0,10,2,1,1,2,1
1716,37,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,1,1,3,3,3,2,3,3
68,40,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,2,2,2,3,2
193,26,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,10,2,2,2,3,2
778,18,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,2,3,3
356,46,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,4,3,3,2,3,3
1119,53,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,1,2,3,3,2,3,3
361,20,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,9,3,3,2,3,3
1053,18,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,1,3,3,2,3,3
1696,59,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,5,2,1,3,2,1
1597,20,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,0,5,2,2,2,3,2
236,33,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,0,8,2,1,2,2,1
220,52,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,0,2,2,2,3,2
1885,32,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,2,0,4,3,3,2,3,3
1762,22,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,0,2,1,3,2,1
907,24,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,0,10,2,2,2,3,2
1227,25,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,8,2,2,2,3,2
966,41,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,3,9,2,2,3,3,2
942,54,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,3,1,2,1,2,2,1
200,49,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,1,3,3,3,2,3,2
964,55,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,7,3,3,2,3,3
1980,23,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Pós-Graduação,Solteiro,1,1,0,3,3,2,3,3
1412,28,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,7,3,3,3,3,3
671,32,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,0,4,3,3,3,3,3
911,40,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,0,9,3,3,2,3,3
506,30,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,3,3,3,3,3,2
1116,30,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,4,2,1,2,2,1
326,28,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,3,2
1133,27,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,3,7,2,1,3,2,1
791,45,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,2,3,3,2,3,3
529,21,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,8,3,3,2,3,3
1633,21,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Involuntário,Ensino Superior,Casado,0,0,0,2,1,1,2,1
993,21,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,3,2
238,31,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,6,2,2,2,3,2
1578,59,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,2,2,2,2,3,2
396,44,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,7,3,3,2,3,3
1713,28,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,8,2,1,3,2,1
1963,42,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,1,0,6,3,3,2,3,3
1868,34,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,1,3,3,3,3,3,3
772,32,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,3,3
1660,26,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,6,2,2,3,3,2
1855,43,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,0,3,2,2,2,3,2
1174,41,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,3,8,3,3,2,3,3
1579,24,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,1,5,3,3,2,3,3
1726,59,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,7,3,3,2,3,2
1763,30,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,3,2,1,2,2,1
1700,55,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,3,3,3,3,3,2
702,44,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,9,2,2,3,3,2
1525,20,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,1,6,1,2,3,3,2
183,34,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Involuntário,Ensino Médio,Casado,0,0,5,2,1,1,2,1
233,59,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,2,3,3,2,3,3
411,33,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,1,3,3,2,3,3
1206,27,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,3,3,3,2,3,3
1829,25,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Casado,0,0,7,2,2,3,3,2
971,49,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,3,0,3,3,2,3,2
1962,18,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Inativo,Involuntário,Ensino Superior,Solteiro,0,0,3,1,1,1,3,2
636,19,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,3,2,1,3,2,1
1392,49,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,8,3,3,2,3,2
1101,36,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,6,1,2,2,3,2
1322,38,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,3,3
776,30,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,6,3,3,2,3,3
1532,53,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,3,4,2,1,2,2,1
1325,30,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,2,3,2,2,3,2
1017,27,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,3,0,2,2,3,3,2
20,54,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,2,0,0,2,2,2,3,2
320,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,3,5,2,1,2,2,1
1369,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,0,5,2,2,3,3,2
1596,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,3,5,2,1,2,2,1
1003,24,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Involuntário,Ensino Superior,Solteiro,0,3,7,2,1,1,2,1
374,46,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,4,3,3,2,3,3
341,38,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,10,2,2,3,3,2
82,60,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Aposentadoria,Ensino Superior,Solteiro,,3,1,,,2,3,
1992,58,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,3,2,3,2,3,3,2
568,39,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,3,2,1,2,2,1
951,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,8,2,1,2,2,1
62,23,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,3,3
156,38,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,3,3
1015,35,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Involuntário,Pós-Graduação,Casado,0,0,6,2,1,1,2,1
1513,21,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,3,3,3
858,31,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,9,3,3,2,3,3
1088,55,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,5,3,3,2,3,2
668,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,0,0,3,3,2,3,3
296,57,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,6,1,2,2,3,2
1470,20,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,10,2,1,2,2,1
1160,28,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,2,2,2,2,3,2
1848,20,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,0,0,4,2,1,3,1,1
1777,42,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Casado,0,0,10,2,1,3,1,1
251,51,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,3,2,2,3,3,2
889,24,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,1,5,1,2,2,3,2
622,45,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,0,6,3,3,3,3,3
28,19,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,6,3,3,3,3,3
1643,59,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,3,2,2,2,3,2
1125,50,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,7,3,3,2,3,2
796,54,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,1,7,3,3,2,3,3
1259,42,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Casado,0,1,0,2,2,3,3,2
354,18,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,2,1,2,3,3,2,3,3
1909,33,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,3,3
974,40,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,0,3,3,3,2,3,2
1798,43,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,10,2,1,2,1,1
973,28,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,1,3,2,2,3,2
1078,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,6,3,3,3,3,3
366,34,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,8,2,2,2,3,2
937,36,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,4,2,1,2,1,1
1999,36,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Pós-Graduação,Casado,1,1,10,2,2,2,3,2
1746,29,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Casado,0,1,8,3,3,2,3,3
402,60,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Aposentadoria,Ensino Superior,Solteiro,,1,1,,,3,3,
968,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,7,2,2,2,3,2
698,50,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,6,2,2,2,3,2
998,20,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,1,0,3,3,2,3,3
610,57,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,2,1,2,2,3,2
116,49,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,0,2,1,2,1,1
601,53,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,3,1,1,3,3,1
232,25,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,3,3,2,3,3
1057,20,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,0,9,3,3,2,3,3
337,39,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,2,1,1,2,3,1
1368,21,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,0,9,3,3,2,3,3
1493,37,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,1,0,6,1,1,2,3,1
1539,32,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,2,1,10,3,3,2,3,3
1352,45,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,6,2,2,3,3,2
1365,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,1,3,3,3,3,2
455,38,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,3,10,2,2,2,3,2
713,51,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,1,4,2,2,2,3,2
1045,45,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,2,1,6,3,3,2,3,3
762,21,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,3,6,3,3,3,3,3
88,30,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,5,3,2,2,3,2
228,21,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,4,1,1,2,3,1
1772,32,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,6,2,2,3,3,2
1044,25,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,0,6,1,1,2,3,1
267,46,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,4,1,1,2,3,1
1901,46,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,1,1,5,3,3,2,3,3
695,43,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,7,3,3,2,3,3
1157,56,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,2,1,1,3,3,1
1818,18,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,4,1,1,3,3,1
32,30,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,0,2,3,3,2,3,3
345,35,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,3,1,2,3,3,2
833,59,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,1,8,2,2,2,3,2
761,50,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,4,2,2,3,3,2
56,41,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,3,1,1,1,3,3,2
1782,20,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,6,1,1,2,3,1
856,39,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,6,1,1,2,3,1
1665,37,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,0,1,1,3,3,1
1805,46,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,1,5,3,3,3,3,3
1697,26,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,0,1,4,1,1,3,3,1
1442,20,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,0,1,2,2,3,3,2
1014,46,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,10,2,2,2,3,2
1807,23,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,1,2,3,3,3,3,3
1740,55,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,8,1,1,3,3,1
1373,20,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,3,6,2,2,2,3,2
465,45,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,0,6,2,2,3,3,2
229,57,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,2,0,1,3,3,3,3,3
207,44,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,9,3,3,3,3,2
1920,48,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Casado,0,1,7,3,3,2,3,3
785,23,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,8,3,3,2,3,2
1328,20,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,0,3,3,2,3,3
1858,35,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Casado,0,1,1,1,1,2,3,1
1156,36,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,3,8,1,2,2,3,2
693,41,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,3,8,3,3,2,3,3
