Matricula,Idade,Gênero,Departamento,Cargo,Banda Salarial,Status,Motivo do Desligamento,Escolaridade,Estado Civil,Última Promoção (anos),Horas-extras (média),Tempo de Empresa,Engajamento,Satisfação,Desempenho,Apoio da Liderança,Percepção de Desenvolvimento,Probabilidade de Saída
387,54,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,3,1,3,3,3,3,3,1.0
453,40,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,3,2,0.84
1120,43,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,7,2,1,3,3,1,0.28
247,33,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,1,2,1,2,3,1,0.28
1326,33,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,3,1,2,2,3,2,0.0
40,56,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,2,0,0,2,2,2,3,2,0.84
1840,58,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,1,1,9,3,3,3,3,3,1.0
596,42,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,0,5,2,1,3,3,1,0.28
514,18,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,4,2,2,2,3,2,0.84
600,58,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,8,3,3,3,3,3,1.0
481,42,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,1,3,3,2,3,3,1.0
280,33,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,1,0,9,3,3,3,3,3,1.0
246,47,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Pós-Graduação,Solteiro,0,1,2,1,2,3,3,2,0.0
471,18,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,5,3,3,2,3,3,1.0
1710,20,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,3,6,2,2,2,3,2,0.84
1344,23,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,5,3,3,2,3,3,1.0
1393,54,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,5,3,3,2,3,3,1.0
1699,37,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,3,3,1.0
773,54,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,2,3,3,1.0
1030,52,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,3,2,0.84
1587,47,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,0,0,4,3,3,3,3,3,1.0
692,56,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,0,2,1,2,3,1,0.28
562,21,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Involuntário,Ensino Superior,Solteiro,0,0,1,2,1,1,2,1,0.28
1478,27,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,1,2,1,2,2,1,0.28
676,38,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,6,2,1,2,3,2,0.0
1910,39,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,1,0,9,3,3,3,3,3,1.0
117,34,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Involuntário,Ensino Superior,Solteiro,0,0,10,2,1,1,2,1,0.28
1716,37,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,1,1,3,3,3,2,3,3,1.0
68,40,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,2,2,2,3,2,0.84
193,26,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,10,2,2,2,3,2,0.84
778,18,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,2,3,3,1.0
356,46,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,4,3,3,2,3,3,1.0
1119,53,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,1,2,3,3,2,3,3,1.0
361,20,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,9,3,3,2,3,3,1.0
1053,18,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,1,3,3,2,3,3,1.0
1696,59,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,5,2,1,3,2,1,0.28
1597,20,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,0,5,2,2,2,3,2,0.84
236,33,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,0,8,2,1,2,2,1,0.28
220,52,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,0,2,2,2,3,2,0.84
1885,32,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,2,0,4,3,3,2,3,3,1.0
1762,22,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,0,2,1,3,2,1,0.28
907,24,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,0,10,2,2,2,3,2,0.84
1227,25,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,8,2,2,2,3,2,0.84
966,41,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,3,9,2,2,3,3,2,0.84
942,54,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,3,1,2,1,2,2,1,0.28
200,49,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,1,3,3,3,2,3,2,1.0
964,55,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,7,3,3,2,3,3,1.0
1980,23,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Pós-Graduação,Solteiro,1,1,0,3,3,2,3,3,1.0
1412,28,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,7,3,3,3,3,3,1.0
671,32,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,0,4,3,3,3,3,3,1.0
911,40,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,0,9,3,3,2,3,3,1.0
506,30,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,3,3,3,3,3,2,1.0
1116,30,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,4,2,1,2,2,1,0.28
326,28,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,3,2,0.84
1133,27,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,3,7,2,1,3,2,1,0.28
791,45,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,2,3,3,2,3,3,1.0
529,21,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,8,3,3,2,3,3,1.0
1633,21,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Involuntário,Ensino Superior,Casado,0,0,0,2,1,1,2,1,0.28
993,21,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,3,2,0.84
238,31,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,6,2,2,2,3,2,0.84
1578,59,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,2,2,2,2,3,2,0.84
396,44,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,7,3,3,2,3,3,1.0
1713,28,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,8,2,1,3,2,1,0.28
1963,42,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,1,0,6,3,3,2,3,3,1.0
1868,34,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,1,3,3,3,3,3,3,1.0
772,32,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,3,3,1.0
1660,26,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,6,2,2,3,3,2,0.84
1855,43,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,0,3,2,2,2,3,2,0.84
1174,41,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,3,8,3,3,2,3,3,1.0
1579,24,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,1,5,3,3,2,3,3,1.0
1726,59,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,7,3,3,2,3,2,1.0
1763,30,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,3,2,1,2,2,1,0.28
1700,55,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,3,3,3,3,3,2,1.0
702,44,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,9,2,2,3,3,2,0.84
1525,20,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,1,6,1,2,3,3,2,0.0
183,34,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Involuntário,Ensino Médio,Casado,0,0,5,2,1,1,2,1,0.28
233,59,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,2,3,3,2,3,3,1.0
411,33,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,1,3,3,2,3,3,1.0
1206,27,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,3,3,3,2,3,3,1.0
1829,25,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Casado,0,0,7,2,2,3,3,2,0.84
971,49,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,3,0,3,3,2,3,2,1.0
1962,18,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Involuntário,Ensino Superior,Solteiro,0,0,3,1,1,1,3,2,0.0
636,19,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,3,2,1,3,2,1,0.28
1392,49,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,8,3,3,2,3,2,1.0
1101,36,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,6,1,2,2,3,2,0.0
1322,38,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,3,3,1.0
776,30,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,6,3,3,2,3,3,1.0
1532,53,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,3,4,2,1,2,2,1,0.28
1325,30,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,2,3,2,2,3,2,0.92
1017,27,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,3,0,2,2,3,3,2,0.84
20,54,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,2,0,0,2,2,2,3,2,0.84
320,47,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,3,5,2,1,2,2,1,0.28
1369,35,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,0,5,2,2,3,3,2,0.84
1596,51,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,3,5,2,1,2,2,1,0.28
1003,24,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Involuntário,Ensino Superior,Solteiro,0,3,7,2,1,1,2,1,0.28
374,46,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,4,3,3,2,3,3,1.0
341,38,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,10,2,2,3,3,2,0.84
82,60,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Aposentadoria,Ensino Superior,Solteiro,,3,1,,,2,3,,0.84
1992,58,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,3,2,3,2,3,3,2,0.92
568,39,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,3,2,1,2,2,1,0.28
951,47,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,8,2,1,2,2,1,0.28
62,23,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,3,3,1.0
156,38,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,3,3,1.0
1015,35,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Involuntário,Pós-Graduação,Casado,0,0,6,2,1,1,2,1,0.28
1513,21,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,3,3,3,1.0
858,31,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,9,3,3,2,3,3,1.0
1088,55,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,5,3,3,2,3,2,1.0
668,47,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,0,0,3,3,2,3,3,1.0
296,57,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,6,1,2,2,3,2,0.0
1470,20,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,10,2,1,2,2,1,0.28
1160,28,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,2,2,2,2,3,2,0.84
1848,20,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,0,0,4,2,1,3,1,1,0.28
1777,42,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Casado,0,0,10,2,1,3,1,1,0.28
251,51,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,3,2,2,3,3,2,0.84
889,24,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,1,5,1,2,2,3,2,0.0
622,45,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,0,6,3,3,3,3,3,1.0
28,19,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,6,3,3,3,3,3,1.0
1643,59,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,3,2,2,2,3,2,0.84
1125,50,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,7,3,3,2,3,2,1.0
796,54,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,1,7,3,3,2,3,3,1.0
1259,42,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Casado,0,1,0,2,2,3,3,2,0.84
354,18,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,2,1,2,3,3,2,3,3,1.0
1909,33,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,3,3,1.0
974,40,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,0,3,3,3,2,3,2,1.0
1798,43,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,10,2,1,2,1,1,0.28
973,28,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,1,3,2,2,3,2,0.92
1078,35,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,6,3,3,3,3,3,1.0
366,34,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,8,2,2,2,3,2,0.84
937,36,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,4,2,1,2,1,1,0.28
1999,36,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Pós-Graduação,Casado,1,1,10,2,2,2,3,2,0.84
1746,29,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Casado,0,1,8,3,3,2,3,3,1.0
402,60,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Aposentadoria,Ensino Superior,Solteiro,,1,1,,,3,3,,0.84
968,47,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,7,2,2,2,3,2,0.84
698,50,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,6,2,2,2,3,2,0.84
998,20,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,1,0,3,3,2,3,3,1.0
610,57,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,2,1,2,2,3,2,0.0
116,49,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,0,2,1,2,1,1,0.28
601,53,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,3,1,1,3,3,1,0.68
232,25,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,3,3,2,3,3,1.0
1057,20,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,0,9,3,3,2,3,3,1.0
337,39,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,2,1,1,2,3,1,0.68
1368,21,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,0,9,3,3,2,3,3,1.0
1493,37,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,1,0,6,1,1,2,3,1,0.68
1539,32,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,2,1,10,3,3,2,3,3,1.0
1352,45,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,6,2,2,3,3,2,0.84
1365,47,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,1,3,3,3,3,2,1.0
455,38,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,3,10,2,2,2,3,2,0.84
713,51,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,1,4,2,2,2,3,2,0.84
1045,45,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,2,1,6,3,3,2,3,3,1.0
762,21,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,3,6,3,3,3,3,3,1.0
88,30,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,5,3,2,2,3,2,0.92
228,21,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,4,1,1,2,3,1,0.68
1772,32,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,6,2,2,3,3,2,0.84
1044,25,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,0,6,1,1,2,3,1,0.68
267,46,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,4,1,1,2,3,1,0.68
1901,46,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,1,1,5,3,3,2,3,3,1.0
695,43,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,7,3,3,2,3,3,1.0
1157,56,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,2,1,1,3,3,1,0.68
1818,18,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,4,1,1,3,3,1,0.68
32,30,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,0,2,3,3,2,3,3,1.0
345,35,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,3,1,2,3,3,2,0.0
833,59,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,1,8,2,2,2,3,2,0.84
761,50,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,4,2,2,3,3,2,0.84
56,41,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,3,1,1,1,3,3,2,0.0
1782,20,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,6,1,1,2,3,1,0.68
856,39,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,6,1,1,2,3,1,0.68
1665,37,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,0,1,1,3,3,1,0.68
1805,46,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,1,5,3,3,3,3,3,1.0
1697,26,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,0,1,4,1,1,3,3,1,0.68
1442,20,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,0,1,2,2,3,3,2,0.84
1014,46,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,10,2,2,2,3,2,0.84
1807,23,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,1,2,3,3,3,3,3,1.0
1740,55,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,8,1,1,3,3,1,0.68
1373,20,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,3,6,2,2,2,3,2,0.84
465,45,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,0,6,2,2,3,3,2,0.84
229,57,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,2,0,1,3,3,3,3,3,1.0
